fias_id,address,porch,lat,lon,azimuth
d5669786-2b86-4729-bbdf-809f2f57027c,"Челябинск, ул. Университетская Набережная, д. 30",5,55.175125879841,61.349429927618,360
d5669786-2b86-4729-bbdf-809f2f57027c,"Челябинск, ул. Университетская Набережная, д. 30",4,55.175125879841,61.349795092781,360
d5669786-2b86-4729-bbdf-809f2f57027c,"Челябинск, ул. Университетская Набережная, д. 30",3,55.175125879841,61.350159808786,360
d5669786-2b86-4729-bbdf-809f2f57027c,"Челябинск, ул. Университетская Набережная, д. 30",2,55.175125879841,61.350508355116,360
d5669786-2b86-4729-bbdf-809f2f57027c,"Челябинск, ул. Университетская Набережная, д. 30",11,55.175505561872,61.348070776593,90
d5669786-2b86-4729-bbdf-809f2f57027c,"Челябинск, ул. Университетская Набережная, д. 30",10,55.175296827177,61.348070776593,90
d5669786-2b86-4729-bbdf-809f2f57027c,"Челябинск, ул. Университетская Набережная, д. 30",1,55.175125879841,61.350846121663,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",9,55.175105057634,61.336248947454,45
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",8,55.175105828827,61.336528323507,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",7,55.175107114149,61.33685531027,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",6,55.175108142406,61.337203856601,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",5,55.175109427728,61.33755824198,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",4,55.175110713049,61.337913076517,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",3,55.175111741306,61.338272402631,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",2,55.175113026628,61.338620948961,360
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",11,55.175496050586,61.33624580335,90
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",10,55.175281146324,61.336247599981,90
d534b45f-325b-4d13-b974-6dc40539e745,"Челябинск, ул. Молодогвардейцев, д. 65",1,55.175114311949,61.338980275075,360
c03ec7d6-949b-49f4-af5e-0b58615ac805,"Челябинск, ул. Горького, д. 66",6,55.184931667974,61.433745800185,159
c03ec7d6-949b-49f4-af5e-0b58615ac805,"Челябинск, ул. Горького, д. 66",5,55.184738402982,61.433853598019,69
c03ec7d6-949b-49f4-af5e-0b58615ac805,"Челябинск, ул. Горького, д. 66",4,55.184534856919,61.433987446996,69
c03ec7d6-949b-49f4-af5e-0b58615ac805,"Челябинск, ул. Горького, д. 66",3,55.184366262419,61.434098388934,69
c03ec7d6-949b-49f4-af5e-0b58615ac805,"Челябинск, ул. Горького, д. 66",2,55.184171709644,61.434225949704,69
c03ec7d6-949b-49f4-af5e-0b58615ac805,"Челябинск, ул. Горького, д. 66",1,55.183988721222,61.434346323952,69
2311aa69-c511-4ade-8749-d13cfccc75c1,"Челябинск, пр-кт. Комсомольский, д. 47 А",4,55.193405617627,61.329719991969,360
2311aa69-c511-4ade-8749-d13cfccc75c1,"Челябинск, пр-кт. Комсомольский, д. 47 А",3,55.193406388464,61.330017334328,360
2311aa69-c511-4ade-8749-d13cfccc75c1,"Челябинск, пр-кт. Комсомольский, д. 47 А",2,55.193407416247,61.330336685411,360
2311aa69-c511-4ade-8749-d13cfccc75c1,"Челябинск, пр-кт. Комсомольский, д. 47 А",1,55.19340844403,61.330627739563,360
119f717b-3c04-4706-85c8-af469dcd15bf,"Челябинск, ул. Энгельса, д. 38",4,55.155723587078,61.380844013103,268
119f717b-3c04-4706-85c8-af469dcd15bf,"Челябинск, ул. Энгельса, д. 38",3,55.155854496513,61.380834131635,268
119f717b-3c04-4706-85c8-af469dcd15bf,"Челябинск, ул. Энгельса, д. 38",2,55.155990292093,61.380823801009,268
119f717b-3c04-4706-85c8-af469dcd15bf,"Челябинск, ул. Энгельса, д. 38",1,55.156117857214,61.380813919541,268
840420e9-eb84-4beb-98b5-451b2ca7484f,"Челябинск, пр-кт. Комсомольский, д. 30 В",3,55.195098340383,61.348263016063,360
840420e9-eb84-4beb-98b5-451b2ca7484f,"Челябинск, пр-кт. Комсомольский, д. 30 В",2,55.195096798774,61.348633121961,360
840420e9-eb84-4beb-98b5-451b2ca7484f,"Челябинск, пр-кт. Комсомольский, д. 30 В",1,55.195132769635,61.348987058182,1
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",9,55.189569745334,61.313964889358,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",8,55.189569745334,61.314187671549,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",7,55.189569745334,61.314407758793,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",6,55.189569745334,61.314632786772,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",5,55.189569745334,61.314855568962,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",4,55.189569745334,61.315085986833,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",3,55.189569745334,61.31529798924,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",2,55.189569745334,61.315528856268,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",10,55.189569745334,61.313745251271,360
255dd670-08e4-4fad-81b2-6dc3c06b7744,"Челябинск, пр-кт. Победы, д. 356",1,55.189569745334,61.315753884246,360
fac57cfa-08a9-4125-98a9-0e84d9cac4f9,"Челябинск, ул. Куйбышева, д. 88",4,55.199781985631,61.333353228135,89
fac57cfa-08a9-4125-98a9-0e84d9cac4f9,"Челябинск, ул. Куйбышева, д. 88",3,55.199619621669,61.333358618027,89
fac57cfa-08a9-4125-98a9-0e84d9cac4f9,"Челябинск, ул. Куйбышева, д. 88",2,55.199448008403,61.333364007919,89
fac57cfa-08a9-4125-98a9-0e84d9cac4f9,"Челябинск, ул. Куйбышева, д. 88",1,55.199277678933,61.333368948653,89
0857c3a4-89fa-4b0c-a08f-f8f41531f403,"Челябинск, ул. 250-летия Челябинска, д. 16 А",3,55.179985124257,61.301744657391,52
0857c3a4-89fa-4b0c-a08f-f8f41531f403,"Челябинск, ул. 250-летия Челябинска, д. 16 А",2,55.180085623931,61.301988999148,322
0857c3a4-89fa-4b0c-a08f-f8f41531f403,"Челябинск, ул. 250-летия Челябинска, д. 16 А",1,55.18020874211,61.302262536152,322
b25cf390-484b-4d79-9100-db1a1cfc45e6,"Челябинск, пр-кт. Свердловский, д. 12 А",5,55.188649522779,61.385317623218,267
b25cf390-484b-4d79-9100-db1a1cfc45e6,"Челябинск, пр-кт. Свердловский, д. 12 А",4,55.188825551364,61.385301902701,267
b25cf390-484b-4d79-9100-db1a1cfc45e6,"Челябинск, пр-кт. Свердловский, д. 12 А",3,55.189009031423,61.385285283868,267
b25cf390-484b-4d79-9100-db1a1cfc45e6,"Челябинск, пр-кт. Свердловский, д. 12 А",2,55.189178120137,61.385270012508,267
b25cf390-484b-4d79-9100-db1a1cfc45e6,"Челябинск, пр-кт. Свердловский, д. 12 А",1,55.189346694187,61.385255190306,267
09f40793-e180-4282-a996-f9cd1d7f3ce0,"Челябинск, ул. Захаренко, д. 6 Б",3,55.200043256625,61.31265020494,90
09f40793-e180-4282-a996-f9cd1d7f3ce0,"Челябинск, ул. Захаренко, д. 6 Б",2,55.199833109589,61.312647959152,90
09f40793-e180-4282-a996-f9cd1d7f3ce0,"Челябинск, ул. Захаренко, д. 6 Б",1,55.19962296144,61.312646162521,90
