fias_id,address,porch,lat,lon,azimuth,source,error
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",7,55.17702553893071,61.30116973560876,21,Yandex Maps,
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",6,55.1769535643304,61.301493129111044,20,Yandex Maps,
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",5,55.17688158959955,61.301825505766175,20,Yandex Maps,
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",4,55.176737639746214,61.30218483187981,53,Yandex Maps,
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",3,55.17660397155766,61.30236449493665,52,Yandex Maps,
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",2,55.17668622895775,61.30264297267472,322,Yandex Maps,
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",10,55.177472806734855,61.30044210022863,52,Yandex Maps,
4bdc8ebb-c693-45cc-923b-605055b6c891,"Челябинск, ул. Чичерина, д. 33",1,55.176809614738154,61.30292145041279,322,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",8,55.19586810964835,61.33594352025703,270,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",7,55.19600171293896,61.33594352025703,270,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",6,55.19612503865383,61.33594352025703,270,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",5,55.196253502532294,61.33594352025703,270,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",4,55.1963819659946,61.33594352025703,270,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",3,55.19651042904069,61.33594352025703,270,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",2,55.19663889167064,61.33594352025703,270,Yandex Maps,
fe3ced80-3973-4b91-a02a-f05cecab564a,"Челябинск, пр-кт. Комсомольский, д. 42",1,55.196767353884404,61.33594352025703,270,Yandex Maps,
5738a864-acaa-4be0-8807-00874493e389,"Челябинск, ул. Энгельса, д. 46 Б",2,55.151409764063644,61.37909858650613,88,Yandex Maps,
5738a864-acaa-4be0-8807-00874493e389,"Челябинск, ул. Энгельса, д. 46 Б",1,55.15115254540986,61.379161468576015,88,Yandex Maps,
ee314bda-29b4-4537-bf29-c6245ee0f6a6,"Челябинск, ул. Солнечная, д. 56",6,55.19101183837867,61.31611770193652,89,Yandex Maps,
ee314bda-29b4-4537-bf29-c6245ee0f6a6,"Челябинск, ул. Солнечная, д. 56",5,55.19088335751949,61.31611770193652,89,Yandex Maps,
ee314bda-29b4-4537-bf29-c6245ee0f6a6,"Челябинск, ул. Солнечная, д. 56",4,55.19076001550311,61.31611770193652,89,Yandex Maps,
ee314bda-29b4-4537-bf29-c6245ee0f6a6,"Челябинск, ул. Солнечная, д. 56",3,55.19063153382816,61.31611770193652,89,Yandex Maps,
ee314bda-29b4-4537-bf29-c6245ee0f6a6,"Челябинск, ул. Солнечная, д. 56",2,55.19050305173701,61.31612668508936,89,Yandex Maps,
ee314bda-29b4-4537-bf29-c6245ee0f6a6,"Челябинск, ул. Солнечная, д. 56",1,55.19037456922963,61.31612668508936,89,Yandex Maps,
65a855fb-fd64-406c-affd-a4a5295bb14f,"Челябинск, пр-кт. Комсомольский, д. 66 Б",1,55.196284333801195,61.32625968149423,89,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",9,55.18162650137544,61.31483311108021,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",8,55.18162650137544,61.314527683883625,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",7,55.18162650137544,61.31422225668702,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",6,55.181621360933,61.313907846337585,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",5,55.181621360933,61.31360241914098,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",4,55.18163678225834,61.31335089086143,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",3,55.18144144502779,61.31331495825006,90,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",2,55.181261528306706,61.31341377293131,90,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",13,55.181261528306706,61.31537210025069,270,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",12,55.18144144502779,61.31537210025069,270,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",11,55.18163678225834,61.31533616763932,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",10,55.18162650137544,61.315147521429665,180,Yandex Maps,
96020d40-e3d3-4b25-aaf7-cf0862d2451d,"Челябинск, ул. 250-летия Челябинска, д. 5",1,55.18108161076975,61.313512587612564,90,Yandex Maps,
3f9b60c1-777b-4fe8-9d91-7aa19dab6172,"Челябинск, ул. Культуры, д. 95",5,55.177513934555684,61.44390305110252,339,Yandex Maps,
3f9b60c1-777b-4fe8-9d91-7aa19dab6172,"Челябинск, ул. Культуры, д. 95",4,55.1775653442718,61.44412762992354,339,Yandex Maps,
3f9b60c1-777b-4fe8-9d91-7aa19dab6172,"Челябинск, ул. Культуры, д. 95",3,55.177683586366086,61.444082714159336,250,Yandex Maps,
3f9b60c1-777b-4fe8-9d91-7aa19dab6172,"Челябинск, ул. Культуры, д. 95",2,55.17781725091795,61.44399288263092,250,Yandex Maps,
3f9b60c1-777b-4fe8-9d91-7aa19dab6172,"Челябинск, ул. Культуры, д. 95",1,55.1778892239517,61.44368745543433,340,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",9,55.194002755153456,61.352724049764376,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",8,55.194002755153456,61.352292858428,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",7,55.19399761631464,61.35186166709163,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",6,55.19399761631464,61.35143945890809,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",5,55.19399761631464,61.351008267571714,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",4,55.19399761631464,61.35058605938817,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",3,55.19399761631464,61.35016385120465,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",2,55.19399761631464,61.34973265986826,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",10,55.194002755153456,61.35313727479508,180,Yandex Maps,
a75a5d6e-2759-4eb6-b4a5-3ded77f7e831,"Челябинск, пр-кт. Комсомольский, д. 33",1,55.19399761631464,61.349301468531884,180,Yandex Maps,
